Repeated,errors,Needed,Fields,XMLPath
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017404', @displayLabel = 'Contributing Repository']/role"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017404', @displayLabel = 'Contributing Repository']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017405', @displayLabel = 'Contributing Repository']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017405', @displayLabel = 'Contributing Repository']/namePart"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017405', @displayLabel = 'Contributing Repository']/role"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017405', @displayLabel = 'Contributing Repository']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017406', @displayLabel = 'Contributing Repository']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017406', @displayLabel = 'Contributing Repository']/namePart"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017406', @displayLabel = 'Contributing Repository']/role"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017406', @displayLabel = 'Contributing Repository']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @valueURI = 'http://id.loc.gov/authorities/names/n83069941', @displayLabel = 'Author']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @valueURI = 'http://id.loc.gov/authorities/names/n83069941', @displayLabel = 'Author']/namePart"
23,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @valueURI = 'http://id.loc.gov/authorities/names/no2015036095', @displayLabel = 'Contributing Repository']"
23,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @valueURI = 'http://id.loc.gov/authorities/names/no2015036095', @displayLabel = 'Contributing Repository']/namePart"
23,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @valueURI = 'http://id.loc.gov/authorities/names/no2015036095', @displayLabel = 'Contributing Repository']/role"
23,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @valueURI = 'http://id.loc.gov/authorities/names/no2015036095', @displayLabel = 'Contributing Repository']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
2,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @valueURI = 'http://id.loc.gov/authorities/names/no94017348', @displayLabel = 'Contributing Repository']"
2,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @valueURI = 'http://id.loc.gov/authorities/names/no94017348', @displayLabel = 'Contributing Repository']/namePart"
2,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @valueURI = 'http://id.loc.gov/authorities/names/no94017348', @displayLabel = 'Contributing Repository']/role"
2,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @valueURI = 'http://id.loc.gov/authorities/names/no94017348', @displayLabel = 'Contributing Repository']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @valueURI = 'http://id.loc.gov/authorities/names/no94017349', @displayLabel = 'Contributing Repository']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @valueURI = 'http://id.loc.gov/authorities/names/no94017349', @displayLabel = 'Contributing Repository']/namePart"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @valueURI = 'http://id.loc.gov/authorities/names/no94017349', @displayLabel = 'Contributing Repository']/role"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @valueURI = 'http://id.loc.gov/authorities/names/no94017349', @displayLabel = 'Contributing Repository']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
3,valueURI,,,"mods/name [@type = 'corporate', @displayLabel = 'Contributing Repository', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no2015036095']"
3,valueURI,,,"mods/name [@type = 'corporate', @displayLabel = 'Contributing Repository', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no2015036095']/namePart"
3,valueURI,,,"mods/name [@type = 'corporate', @displayLabel = 'Contributing Repository', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no2015036095']/role"
3,valueURI,,,"mods/name [@type = 'corporate', @displayLabel = 'Contributing Repository', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no2015036095']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
1,valueURI,,,"mods/name [@type = 'corporate', @displayLabel = 'Contributing Repository', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'uri=http://id.loc.gov/authorities/names/no2015036095']"
1,valueURI,,,"mods/name [@type = 'corporate', @displayLabel = 'Contributing Repository', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'uri=http://id.loc.gov/authorities/names/no2015036095']/namePart"
1,valueURI,,,"mods/name [@type = 'corporate', @displayLabel = 'Contributing Repository', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'uri=http://id.loc.gov/authorities/names/no2015036095']/role"
1,valueURI,,,"mods/name [@type = 'corporate', @displayLabel = 'Contributing Repository', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'uri=http://id.loc.gov/authorities/names/no2015036095']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
37,,,,"mods/name [@type = 'corporate', @displayLabel = 'Contributing Repository']"
33,,,,"mods/name [@type = 'corporate', @displayLabel = 'Contributing Repository']/namePart"
37,,,,"mods/name [@type = 'corporate', @displayLabel = 'Contributing Repository']/role"
37,valueURI,,,"mods/name [@type = 'corporate', @displayLabel = 'Contributing Repository']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
1,,,,"mods/name [@type = 'corporate', @displayLabel = 'Contributor']"
1,,,,"mods/name [@type = 'corporate', @displayLabel = 'Contributor']/namePart"
1,,,,"mods/name [@type = 'corporate', @displayLabel = 'Contributor']/role"
1,valueURI,,,"mods/name [@type = 'corporate', @displayLabel = 'Contributor']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/ctb']"
492,,,,"mods/name [@type = 'corporate', @displayLabel = 'Creator']"
492,,,,"mods/name [@type = 'corporate', @displayLabel = 'Creator']/namePart"
492,,,,"mods/name [@type = 'corporate', @displayLabel = 'Creator']/role"
492,valueURI,,,"mods/name [@type = 'corporate', @displayLabel = 'Creator']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/cre']"
1,,,,"mods/name [@type = 'corporate', @displayLabel = 'Digitized By']"
1,,,,"mods/name [@type = 'corporate', @displayLabel = 'Digitized By']/namePart"
1,,,,"mods/name [@type = 'corporate', @displayLabel = 'Digitized By']/role"
1,valueURI,,,"mods/name [@type = 'corporate', @displayLabel = 'Digitized By']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/fac']"
23,,,,"mods/name [@type = 'corporate', @displayLabel = 'Manufacturer']"
23,,,,"mods/name [@type = 'corporate', @displayLabel = 'Manufacturer']/namePart"
23,,,,"mods/name [@type = 'corporate', @displayLabel = 'Manufacturer']/role"
23,valueURI,,,"mods/name [@type = 'corporate', @displayLabel = 'Manufacturer']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/mfr']"
1,,,,"mods/name [@type = 'corporate', @displayLabel = 'Owning Institution']"
1,,,,"mods/name [@type = 'corporate', @displayLabel = 'Owning Institution']/namePart"
1,,,,"mods/name [@type = 'corporate', @displayLabel = 'Owning Institution']/role"
1,,,,"mods/name [@type = 'corporate', @displayLabel = 'Owning Institution']/role/roleTerm [@authority = 'marcrelator', @type = 'code']"
1,,,,"mods/name [@type = 'corporate', @displayLabel = 'Owning Institution']/role/roleTerm [@authority = 'marcrelator', @type = 'text']"
1410,,,,"mods/name [@type = 'personal', @displayLabel = 'Addressee']"
217,,,,"mods/name [@type = 'personal', @displayLabel = 'Addressee']/description"
1404,,,,"mods/name [@type = 'personal', @displayLabel = 'Addressee']/namePart"
1404,,,,"mods/name [@type = 'personal', @displayLabel = 'Addressee']/role"
211,,,,"mods/name [@type = 'personal', @displayLabel = 'Addressee']/role/roleTerm [@type = 'code', @authority = 'marcrelator']"
1193,valueURI,,,"mods/name [@type = 'personal', @displayLabel = 'Addressee']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rcp']"
211,,,,"mods/name [@type = 'personal', @displayLabel = 'Addressee']/role/roleTerm [@type = 'text', @authority = 'marcrelator']"
320,,,,"mods/name [@type = 'personal', @displayLabel = 'Author']"
280,,,,"mods/name [@type = 'personal', @displayLabel = 'Author']/affiliation"
964,,,,"mods/name [@type = 'personal', @displayLabel = 'Author']/description"
313,,,,"mods/name [@type = 'personal', @displayLabel = 'Author']/namePart"
313,,,,"mods/name [@type = 'personal', @displayLabel = 'Author']/role"
313,,,,"mods/name [@type = 'personal', @displayLabel = 'Author']/role/roleTerm [@type = 'code', @authority = 'marcrelator']"
313,,,,"mods/name [@type = 'personal', @displayLabel = 'Author']/role/roleTerm [@type = 'text', @authority = 'marcrelator']"
24,,,,"mods/name [@type = 'personal', @displayLabel = 'Collector']"
24,,,,"mods/name [@type = 'personal', @displayLabel = 'Collector']/namePart"
24,,,,"mods/name [@type = 'personal', @displayLabel = 'Collector']/role"
24,valueURI,,,"mods/name [@type = 'personal', @displayLabel = 'Collector']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/col']"
1,,,,"mods/name [@type = 'personal', @displayLabel = 'Contributor']"
1,,,,"mods/name [@type = 'personal', @displayLabel = 'Contributor']/namePart"
1,,,,"mods/name [@type = 'personal', @displayLabel = 'Contributor']/role"
1,valueURI,,,"mods/name [@type = 'personal', @displayLabel = 'Contributor']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/ctb']"
1186,,,,"mods/name [@type = 'personal', @displayLabel = 'Creator']"
1186,,,,"mods/name [@type = 'personal', @displayLabel = 'Creator']/namePart"
1188,,,,"mods/name [@type = 'personal', @displayLabel = 'Creator']/role"
2,,,,"mods/name [@type = 'personal', @displayLabel = 'Creator']/role/roleTerm [@type = 'code', @authority = 'marcrelator']"
1184,valueURI,,,"mods/name [@type = 'personal', @displayLabel = 'Creator']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/cre']"
2,,,,"mods/name [@type = 'personal', @displayLabel = 'Creator']/role/roleTerm [@type = 'text', @authority = 'marcrelator']"
1636,,,,"mods/name [@type = 'personal', @displayLabel = 'Digitized by']"
52,,,,"mods/name [@type = 'personal', @displayLabel = 'Digitized By']"
1636,,,,"mods/name [@type = 'personal', @displayLabel = 'Digitized by']/namePart"
52,,,,"mods/name [@type = 'personal', @displayLabel = 'Digitized By']/namePart"
1636,,,,"mods/name [@type = 'personal', @displayLabel = 'Digitized by']/role"
52,,,,"mods/name [@type = 'personal', @displayLabel = 'Digitized By']/role"
1636,valueURI,,,"mods/name [@type = 'personal', @displayLabel = 'Digitized by']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/fac']"
52,valueURI,,,"mods/name [@type = 'personal', @displayLabel = 'Digitized By']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/fac']"
2,,,,"mods/name [@type = 'personal', @displayLabel = 'Interviewee', @authorityURI = 'http://id.loc.gov/authorities/names.html']"
2,,,,"mods/name [@type = 'personal', @displayLabel = 'Interviewee', @authorityURI = 'http://id.loc.gov/authorities/names.html']/namePart"
2,,,,"mods/name [@type = 'personal', @displayLabel = 'Interviewee', @authorityURI = 'http://id.loc.gov/authorities/names.html']/role"
2,valueURI,,,"mods/name [@type = 'personal', @displayLabel = 'Interviewee', @authorityURI = 'http://id.loc.gov/authorities/names.html']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/ive']"
133,,,,"mods/name [@type = 'personal', @displayLabel = 'Interviewee']"
133,,,,"mods/name [@type = 'personal', @displayLabel = 'Interviewee']/namePart"
133,,,,"mods/name [@type = 'personal', @displayLabel = 'Interviewee']/role"
133,valueURI,,,"mods/name [@type = 'personal', @displayLabel = 'Interviewee']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/ive']"
175,,,,"mods/name [@type = 'personal', @displayLabel = 'Interviewer']"
175,,,,"mods/name [@type = 'personal', @displayLabel = 'Interviewer']/namePart"
175,,,,"mods/name [@type = 'personal', @displayLabel = 'Interviewer']/role"
175,valueURI,,,"mods/name [@type = 'personal', @displayLabel = 'Interviewer']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/ivr']"
1912,,,,"mods/name [@type = 'personal', @displayLabel = 'Photographer']"
1912,,,,"mods/name [@type = 'personal', @displayLabel = 'Photographer']/namePart"
1912,,,,"mods/name [@type = 'personal', @displayLabel = 'Photographer']/role"
1896,,,,"mods/name [@type = 'personal', @displayLabel = 'Photographer']/role/roleTerm [@type = 'code', @authority = 'marcrelator']"
16,valueURI,,,"mods/name [@type = 'personal', @displayLabel = 'Photographer']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/pht']"
1896,,,,"mods/name [@type = 'personal', @displayLabel = 'Photographer']/role/roleTerm [@type = 'text', @authority = 'marcrelator']"
7806,,,,mods/name [@type = 'personal']
7805,,,,mods/name [@type = 'personal']/namePart
7806,,,,mods/name [@type = 'personal']/role
7806,,,,"mods/name [@type = 'personal']/role/roleTerm [@type = 'code', @authority = 'marcrelator']"
7806,,,,"mods/name [@type = 'personal']/role/roleTerm [@type = 'text', @authority = 'marcrelator']"
2,,,,mods/note
3,,yes,field_preferred_citation,"mods/note [@displayLabel = 'Cite As', @type = 'preferred citation']"
60,,,,"mods/note [@type = 'acquisition', @displayLabel = 'Acquisition']"
94,,,,"mods/note [@type = 'acquisition', @displayLabel = 'Donor Information']"
1,,,,"mods/note [@type = 'biographical/historical', @displayLabel = 'Biographical Information']"
46,,,,"mods/note [@type = 'biographical/historical', @displayLabel = 'Biographical Note (Addressee)']"
88,,,,"mods/note [@type = 'biographical/historical', @displayLabel = 'Biographical Note (Author)']"
1837,,,,"mods/note [@type = 'biographical/historical', @displayLabel = 'Biographical Note']"
3,,,,mods/note [@type = 'biographical/historical']
22,,yes,,"mods/note [@type = 'citation/reference', @displayLabel = 'Associated Artifacts']"
1,,yes,,"mods/note [@type = 'citation/reference', @displayLabel = 'Bibliographical References']"
1522,,yes,,"mods/note [@type = 'citation/reference', @displayLabel = 'Continuous Ad']"
74,,yes,,"mods/note [@type = 'citation/reference', @displayLabel = 'References']"
220,,yes,,"mods/note [@type = 'citation/reference', @displayLabel = 'Related Collections']"
187,,yes,,"mods/note [@type = 'citation/reference', @displayLabel = 'Related Items']"
2022,,yes,,"mods/note [@type = 'citation/reference', @displayLabel = 'Source Citation']"
459,,,,"mods/note [@type = 'content', @displayLabel = 'Address or Intersection']"
926,,,,"mods/note [@type = 'content', @displayLabel = 'Area']"
2281,,,,"mods/note [@type = 'content', @displayLabel = 'Category']"
29,,,,"mods/note [@type = 'content', @displayLabel = 'Century']"
108,,,,"mods/note [@type = 'content', @displayLabel = 'Collection Description']"
16,,,,"mods/note [@type = 'content', @displayLabel = 'Current common name']"
34,,,,"mods/note [@type = 'content', @displayLabel = 'Current scientific name']"
4,,,,"mods/note [@type = 'content', @displayLabel = 'Current scientific plant name']"
234,,,,"mods/note [@type = 'content', @displayLabel = 'Date(s) Collected']"
29,,,,"mods/note [@type = 'content', @displayLabel = 'Details']"
220,,,,"mods/note [@type = 'content', @displayLabel = 'Document Type']"
233,,,,"mods/note [@type = 'content', @displayLabel = 'Family Name (English)']"
233,,,,"mods/note [@type = 'content', @displayLabel = 'Family Name (Latin)']"
29,,,,"mods/note [@type = 'content', @displayLabel = 'Illustration']"
3058,,,,"mods/note [@type = 'content', @displayLabel = 'Instrumentation']"
220,,,,"mods/note [@type = 'content', @displayLabel = 'Lingustic Category']"
66,,yes,field_note,"mods/note [@type = 'content', @displayLabel = 'Location']"
142,,,,"mods/note [@type = 'content', @displayLabel = 'Note']"
227,,,,"mods/note [@type = 'content', @displayLabel = 'Number of Slaves in Ad']"
48,,,,"mods/note [@type = 'content', @displayLabel = 'Performance Medium']"
1850,,,,"mods/note [@type = 'content', @displayLabel = 'Personality Description Provided']"
1850,,,,"mods/note [@type = 'content', @displayLabel = 'Physical Description Provided']"
126,,,,"mods/note [@type = 'content', @displayLabel = 'Railroad']"
336,,,,"mods/note [@type = 'content', @displayLabel = 'Reward Amount']"
2,,,,"mods/note [@type = 'content', @displayLabel = 'Sensitive Content Notice']"
1631,,,,"mods/note [@type = 'content', @displayLabel = 'Slave Age Under 12']"
1469,,,,"mods/note [@type = 'content', @displayLabel = 'Slave Complexion/Racial Designation']"
2127,,,,"mods/note [@type = 'content', @displayLabel = 'Slave Name (Age)']"
2031,,,,"mods/note [@type = 'content', @displayLabel = 'Slave Owner']"
49,,,,"mods/note [@type = 'content', @displayLabel = 'Slave Presumed Destination']"
1852,,,,"mods/note [@type = 'content', @displayLabel = 'Slave Sex']"
2126,,,,"mods/note [@type = 'content', @displayLabel = 'Sub-category']"
92,,,,"mods/note [@type = 'content', @displayLabel = 'Summary']"
114,,,,"mods/note [@type = 'content', @displayLabel = 'Topics']"
94,,,,"mods/note [@type = 'content', @displayLabel = 'Transcriptions/Translations Note']"
8317,,,,mods/note [@type = 'content']
2095,,,,"mods/note [@type = 'key', @displayLabel = 'Key Signature']"
2472,,,,"mods/note [@type = 'ownership', @displayLabel = 'Source Note']"
5317,,,,"mods/note [@type = 'ownership', @displayLabel = 'Source']"
20675,,yes,field_preferred_citation,"mods/note [@type = 'preferred citation', @displayLabel = 'Cite As']"
3391,,yes,field_preferred_citation,"mods/note [@type = 'preferred citation', @displayLabel = 'Preferred Citation']"
20,,,,mods/note [@type = 'statement of responsibility']
29602,,no,,mods/originInfo
60,,,,mods/originInfo [@displayLabel = 'Date of Performance']
56,,,,mods/originInfo [@displayLabel = 'Date of Performance']/dateOther
2,,,,"mods/originInfo [@displayLabel = 'Date of Performance']/dateOther [@point = 'end', @qualifier = 'questionable']"
2,,,,"mods/originInfo [@displayLabel = 'Date of Performance']/dateOther [@point = 'start', @qualifier = 'questionable']"
2,,,,mods/originInfo [@displayLabel = 'Date of Performance']/dateOther [@qualifier = 'questionable']
1542,,,,mods/originInfo/dateCaptured
3927,,,,mods/originInfo/dateCaptured [@encoding = 'w3cdtf']
28,,,,mods/originInfo/dateCreated
212,,,,"mods/originInfo/dateCreated [@encoding = 'w3cdtf', @keyDate = 'yes', @point = 'start', @qualifier = 'approximate']"
384,,,,"mods/originInfo/dateCreated [@encoding = 'w3cdtf', @keyDate = 'yes', @point = 'start']"
197,,,,"mods/originInfo/dateCreated [@encoding = 'w3cdtf', @keyDate = 'yes', @qualifier = 'approximate']"
9,,,,"mods/originInfo/dateCreated [@encoding = 'w3cdtf', @keyDate = 'yes', @qualifier = 'inferred', @point = 'start']"
62,,,,"mods/originInfo/dateCreated [@encoding = 'w3cdtf', @keyDate = 'yes', @qualifier = 'inferred']"
1,,,,"mods/originInfo/dateCreated [@encoding = 'w3cdtf', @keyDate = 'yes', @qualifier = 'questionable']"
1749,,,,"mods/originInfo/dateCreated [@encoding = 'w3cdtf', @keyDate = 'yes']"
213,,,,"mods/originInfo/dateCreated [@encoding = 'w3cdtf', @point = 'end', @qualifier = 'approximate']"
385,,,,"mods/originInfo/dateCreated [@encoding = 'w3cdtf', @point = 'end']"
1,,,,"mods/originInfo/dateCreated [@encoding = 'w3cdtf', @qualifier = 'approximate']"
9,,,,"mods/originInfo/dateCreated [@encoding = 'w3cdtf', @qualifier = 'inferred', @point = 'end']"
11,,,,"mods/originInfo/dateCreated [@keyDate = 'yes', @encoding = 'w3cdtf']"
2,,,,"mods/originInfo/dateCreated [@keyDate = 'yes', @point = 'end']"
6,,,,"mods/originInfo/dateCreated [@keyDate = 'yes', @point = 'start', @qualifier = 'approximate']"
246,,,,"mods/originInfo/dateCreated [@keyDate = 'yes', @point = 'start']"
28,,,,"mods/originInfo/dateCreated [@keyDate = 'yes', @qualifier = 'approximate', @point = 'start']"
1735,,,,"mods/originInfo/dateCreated [@keyDate = 'yes', @qualifier = 'approximate']"
402,,,,"mods/originInfo/dateCreated [@keyDate = 'yes', @qualifier = 'inferred', @point = 'start']"
311,,,,"mods/originInfo/dateCreated [@keyDate = 'yes', @qualifier = 'questionable']"
9997,,,,mods/originInfo/dateCreated [@keyDate = 'yes']
1,,,,"mods/originInfo/dateCreated [@point = 'end', @encoding = 'w3cdtf']"
9,,,,"mods/originInfo/dateCreated [@point = 'end', @qualifier = 'approximate']"
914,,,,"mods/originInfo/dateCreated [@point = 'end', @qualifier = 'questionable']"
736,,,,mods/originInfo/dateCreated [@point = 'end']
1,,,,"mods/originInfo/dateCreated [@point = 'start', @keyDate = 'yes', @encoding = 'w3cdtf']"
3,,,,"mods/originInfo/dateCreated [@point = 'start', @keyDate = 'yes', @qualifier = 'approximate']"
914,,,,"mods/originInfo/dateCreated [@point = 'start', @keyDate = 'yes', @qualifier = 'questionable']"
490,,,,"mods/originInfo/dateCreated [@point = 'start', @keyDate = 'yes']"
28,,,,"mods/originInfo/dateCreated [@qualifier = 'approximate', @point = 'end']"
402,,,,"mods/originInfo/dateCreated [@qualifier = 'inferred', @point = 'end']"
104,,,,"mods/originInfo/dateCreated [@qualifier = 'questionable', @keyDate = 'yes']"
2,,,,mods/originInfo/dateIssued
39,,,,"mods/originInfo/dateIssued [@encoding = 'w3cdtf', @keyDate = 'yes', @point = 'start', @qualifier = 'approximate']"
10,,,,"mods/originInfo/dateIssued [@encoding = 'w3cdtf', @keyDate = 'yes', @point = 'start']"
101,,,,"mods/originInfo/dateIssued [@encoding = 'w3cdtf', @keyDate = 'yes', @qualifier = 'approximate']"
1,,,,"mods/originInfo/dateIssued [@encoding = 'w3cdtf', @keyDate = 'yes', @qualifier = 'questionable']"
573,,,,"mods/originInfo/dateIssued [@encoding = 'w3cdtf', @keyDate = 'yes']"
38,,,,"mods/originInfo/dateIssued [@encoding = 'w3cdtf', @point = 'end', @qualifier = 'approximate']"
10,,,,"mods/originInfo/dateIssued [@encoding = 'w3cdtf', @point = 'end']"
1,,,,"mods/originInfo/dateIssued [@keyDate = 'yes', @point = 'start']"
1,,,,"mods/originInfo/dateIssued [@keyDate = 'yes', @qualifier = 'approximate', @point = 'start']"
22,,,,"mods/originInfo/dateIssued [@keyDate = 'yes', @qualifier = 'approximate']"
1,,,,"mods/originInfo/dateIssued [@keyDate = 'yes', @qualifier = 'inferred']"
41,,,,"mods/originInfo/dateIssued [@keyDate = 'yes', @qualifier = 'questionable']"
9911,,,,mods/originInfo/dateIssued [@keyDate = 'yes']
55,,,,mods/originInfo/dateIssued [@point = 'end']
54,,,,"mods/originInfo/dateIssued [@point = 'start', @keyDate = 'yes']"
1,,,,"mods/originInfo/dateIssued [@qualifier = 'approximate', @point = 'end']"
38,,,,mods/originInfo/dateOther [@lang = 'fre']
112,,,,mods/originInfo/edition
6089,,no,,mods/originInfo/place
284,,yes,field_place_of_origin,mods/originInfo/place/placeTerm
2,,yes,field_place_of_origin,"mods/originInfo/place/placeTerm [@authority = 'marccountry', @type = 'code']"
5803,,yes,field_place_of_origin,mods/originInfo/place/placeTerm [@type = 'text']
9356,,,,mods/originInfo/publisher
3004,,no,,mods/part
2415,,,,mods/part/detail [@type = 'issue']
17,,,,mods/part/detail [@type = 'Issue']
1897,,,,mods/part/detail [@type = 'issue']/caption
2415,,,,mods/part/detail [@type = 'issue']/number
17,,,,mods/part/detail [@type = 'Issue']/number
467,,,,mods/part/detail [@type = 'Number']
467,,,,mods/part/detail [@type = 'Number']/number
2518,,,,mods/part/detail [@type = 'volume']
486,,,,mods/part/detail [@type = 'Volume']
1947,,,,mods/part/detail [@type = 'volume']/caption
2518,,,,mods/part/detail [@type = 'volume']/number
486,,,,mods/part/detail [@type = 'Volume']/number
32979,,no,,mods/physicalDescription
9441,,yes,field_digital_origin,mods/physicalDescription/digitalOrigin
